id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est,combatant_deaths
204633,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-05-27,Saudi-led airstrikes on police headquarters kill 45 in Yemen""",Associated Press Newswires,2015-05-27,Saudi-led airstrikes on police headquarters kill 45 in Yemen,The Houthi-controlled Health Ministry ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,05/27/2015 00:00:00,05/27/2015 00:00:00,45,0,0,0,45,45,45,45
204634,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-05-27,Saudi-led airstrikes on police headquarters kill 45 in Yemen""",Associated Press Newswires,2015-05-27,Saudi-led airstrikes on police headquarters kill 45 in Yemen,officials ,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,05/27/2015 00:00:00,05/27/2015 00:00:00,0,0,4,0,4,4,4,0
204636,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-05-28,Coalition strikes, fighting kill 40 rebels in Yemen's Aden""",Agence France Presse,2015-05-28,"Coalition strikes, fighting kill 40 rebels in Yemen's Aden",city's deputy governor,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,05/28/2015 00:00:00,05/28/2015 00:00:00,40,0,0,0,40,40,40,40
204637,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-05-28,Coalition strikes, fighting kill 40 rebels in Yemen's Aden""",Agence France Presse,2015-05-28,"Coalition strikes, fighting kill 40 rebels in Yemen's Aden",Aden health chief,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,2,2,05/27/2015 00:00:00,05/28/2015 00:00:00,0,0,0,19,19,19,19,0
204638,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""BBC Monitoring Middle East,2015-05-30,Huthi militants kill governor of Yemeni capital""",BBC Monitoring Middle East,2015-05-30,Huthi militants kill governor of Yemeni capital,relatives,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,05/29/2015 00:00:00,05/29/2015 00:00:00,0,1,0,0,1,1,1,1
204639,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-05-30,Car bomb kills 12 rebels in south Yemen""",Agence France Presse,2015-05-30,Car bomb kills 12 rebels in south Yemen,a local official ,1,Shuqrah town,,Abyan governorate,Khanfir district,13.35677,45.697085,POINT (45.697085 13.356770),148772,Yemen (North Yemen),678,Middle East,1,1,05/30/2015 00:00:00,05/30/2015 00:00:00,12,0,0,0,12,12,12,12
204640,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-05-30,Car bomb kills 12 rebels in south Yemen""",Agence France Presse,2015-05-30,Car bomb kills 12 rebels in south Yemen,A health official ,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,2,2,05/29/2015 00:00:00,05/30/2015 00:00:00,0,0,4,5,9,9,9,0
204641,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-05-30,Yemeni rebels take control of southern city""",Associated Press Newswires,2015-05-30,Yemeni rebels take control of southern city,security officials and witnesses ,1,Şa‘dah town,,Şa‘dah governorate,Şa‘dah district,16.940208,43.763935,POINT (43.763935 16.940208),153808,Yemen (North Yemen),678,Middle East,1,1,05/30/2015 00:00:00,05/30/2015 00:00:00,0,0,0,24,24,24,24,0
204643,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-01,8 civilians killed as Saudi-led strikes hit Yemen arms depots""",Agence France Presse,2015-06-01,8 civilians killed as Saudi-led strikes hit Yemen arms depots,a medical source ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/01/2015 00:00:00,06/01/2015 00:00:00,0,0,8,0,8,8,8,0
204645,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-02,Yemen tribesmen kill 18 Houthi fighters in ambush: residents""",Reuters News,2015-06-02,Yemen tribesmen kill 18 Houthi fighters in ambush: residents,Reuters,4,aḑ-Ḑāli‘ governorate,,aḑ-Ḑāli‘ governorate,,13.922541,44.76827,POINT (44.768270 13.922541),149490,Yemen (North Yemen),678,Middle East,1,1,06/01/2015 00:00:00,06/01/2015 00:00:00,15,0,0,0,15,15,15,15
204647,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-03,US envoy in talks with Yemen rebels on peace conference""",Agence France Presse,2015-06-03,US envoy in talks with Yemen rebels on peace conference,AFP,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/03/2015 00:00:00,06/03/2015 00:00:00,0,0,0,3,3,3,3,0
204648,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-03,UPDATE 2-Air strikes kill 20 Houthi fighters in Yemen's Aden -militia""",Reuters News,2015-06-03,UPDATE 2-Air strikes kill 20 Houthi fighters in Yemen's Aden -militia,militiamen opposed to the Houthis ,2,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/03/2015 00:00:00,06/03/2015 00:00:00,20,0,0,0,20,20,20,20
204649,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-03,UPDATE 2-Air strikes kill 20 Houthi fighters in Yemen's Aden -militia""",Reuters News,2015-06-03,UPDATE 2-Air strikes kill 20 Houthi fighters in Yemen's Aden -militia,Residents ,2,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,2,06/02/2015 00:00:00,06/03/2015 00:00:00,0,0,8,0,8,8,8,0
204650,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Reuters News,2015-06-04,Air strikes, shelling kill 19 Yemeni civilians - state news agency"";""Amnesty International,2015-06-03,‘BOMBS FALL FROM THE SKY DAY AND NIGHT’""",Reuters News;Amnesty International,2015-06-04;2015-06-03,"Air strikes, shelling kill 19 Yemeni civilians - state news agency;‘BOMBS FALL FROM THE SKY DAY AND NIGHT’",Yemen's state news agency Saba ,3,Saḩār district,,Şa‘dah governorate,Saḩār district,16.885217,43.683063,POINT (43.683063 16.885217),153808,Yemen (North Yemen),678,Middle East,2,2,06/03/2015 00:00:00,06/04/2015 00:00:00,0,0,48,10,58,58,58,0
204651,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-06,Dozens dead after Yemenis attack Saudi border: coalition""",Agence France Presse,2015-06-06,Dozens dead after Yemenis attack Saudi border: coalition,Saudi-led coalition ,5,Saudi Arabia - Yemen border,,,,17.397132,43.477426,POINT (43.477426 17.397132),154527,Yemen (North Yemen),678,Middle East,1,1,06/05/2015 00:00:00,06/05/2015 00:00:00,24,4,0,0,28,28,28,28
204652,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-06,Scud missile fired at Saudi Arabia as 38 Yemenis reported killed""",Reuters News,2015-06-06,Scud missile fired at Saudi Arabia as 38 Yemenis reported killed,Yemen's official Saba news ,4,Ḩajjah governorate,,Ḩajjah governorate,,16,43.25,POINT (43.250000 16.000000),153087,Yemen (North Yemen),678,Middle East,1,1,06/06/2015 00:00:00,06/06/2015 00:00:00,0,0,28,0,28,28,28,0
204653,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-06,Scud missile fired at Saudi Arabia as 38 Yemenis reported killed""",Reuters News,2015-06-06,Scud missile fired at Saudi Arabia as 38 Yemenis reported killed,Yemen's official Saba news outlet ,5,Northern Yemen,,,,17.063404,43.914882,POINT (43.914882 17.063404),154528,Yemen (North Yemen),678,Middle East,1,1,06/06/2015 00:00:00,06/06/2015 00:00:00,0,0,10,0,10,10,10,0
204654,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-06,Scud missile fired at Saudi Arabia as 38 Yemenis reported killed""",Reuters News,2015-06-06,Scud missile fired at Saudi Arabia as 38 Yemenis reported killed,Residents ,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/06/2015 00:00:00,06/06/2015 00:00:00,10,3,0,0,13,13,13,13
204655,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-07,45 dead in Saudi-led raids on Yemen capital""",Agence France Presse,2015-06-07,45 dead in Saudi-led raids on Yemen capital,a medic ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/07/2015 00:00:00,06/07/2015 00:00:00,25,0,20,0,45,45,45,25
204656,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-08,2 Saudi soldiers die in cross-border attack from Yemen""",Agence France Presse,2015-06-08,2 Saudi soldiers die in cross-border attack from Yemen,Riyadh-led coalition ,5,Asir region (SAU) - Şa‘dah governorate (YEM) border,,,,17.552799,43.454617,POINT (43.454617 17.552799),155247,Yemen (North Yemen),678,Middle East,1,1,06/08/2015 00:00:00,06/08/2015 00:00:00,0,2,0,0,2,2,2,2
204657,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen""",Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen,Reuters News,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,06/09/2015 00:00:00,06/09/2015 00:00:00,9,0,0,0,9,9,9,9
204658,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen""",Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen,Reuters,4,Ibb governorate,,Ibb governorate,,14,44.166667,POINT (44.166667 14.000000),150209,Yemen (North Yemen),678,Middle East,1,1,06/09/2015 00:00:00,06/09/2015 00:00:00,4,0,0,0,4,4,4,4
204659,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen""",Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen,state news agency,1,Ḩaydān town,,Şa‘dah governorate,Ḩaydān district,16.77899,43.433716,POINT (43.433716 16.778990),153807,Yemen (North Yemen),678,Middle East,1,1,06/09/2015 00:00:00,06/09/2015 00:00:00,0,0,3,0,3,3,3,0
204660,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen""",Reuters News,2015-06-09,Saudi-led air strikes kill 19 in Yemen,state news agency,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/09/2015 00:00:00,06/09/2015 00:00:00,0,0,0,3,3,3,3,0
204853,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks""",Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks,Residents and fighters ,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,2,2,06/09/2015 00:00:00,06/10/2015 00:00:00,11,0,0,0,11,11,11,11
204855,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks""",Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks,Residents,2,Bi’r Aḩmad town,,‘Adan governorate,Al Burayqah district,12.873778,44.906867,POINT (44.906867 12.873778),148050,Yemen (North Yemen),678,Middle East,2,2,06/09/2015 00:00:00,06/10/2015 00:00:00,12,0,0,0,12,12,12,12
204856,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks""",Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks,tribal sources,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,06/10/2015 00:00:00,06/10/2015 00:00:00,10,0,0,0,10,10,10,10
204857,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks""",Reuters News,2015-06-10,At least 43 killed in Yemen clashes as parties prepare for talks,medical sources ,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,06/10/2015 00:00:00,06/10/2015 00:00:00,0,0,5,0,5,5,5,0
204862,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-06-11,Saudi-led airstrikes killed 20 Yemeni civilians this week""",Associated Press Newswires,2015-06-11,Saudi-led airstrikes killed 20 Yemeni civilians this week,witnesses and officials ,2,Rubāţ town,,‘Adan governorate,Dār Sa‘d district,12.909444,44.98,POINT (44.980000 12.909444),148050,Yemen (North Yemen),678,Middle East,1,1,06/09/2015 00:00:00,06/09/2015 00:00:00,0,0,20,0,20,20,20,0
204864,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Reuters News,2015-06-12,At least six killed as Saudi-led air strikes hit ancient Sanaa"";""Agence France Presse,2015-06-12,Saudi-led warplanes hit 'jewel' of Islamic culture in Sanaa""",Reuters News;Agence France Presse,2015-06-12;2015-06-12,At least six killed as Saudi-led air strikes hit ancient Sanaa;Saudi-led warplanes hit 'jewel' of Islamic culture in Sanaa,Yemen's state news agency Saba ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/12/2015 00:00:00,06/12/2015 00:00:00,0,0,5,0,5,5,5,0
204874,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-13,Nine dead in air raid on area inhabited by Yemeni ex-leader's relatives""",Reuters News,2015-06-13,Nine dead in air raid on area inhabited by Yemeni ex-leader's relatives,residents and medics ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/13/2015 00:00:00,06/13/2015 00:00:00,0,0,0,9,9,9,9,0
204876,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-15,Ban calls for immediate humanitarian truce in Yemen""",Agence France Presse,2015-06-15,Ban calls for immediate humanitarian truce in Yemen,military source ,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/14/2015 00:00:00,06/14/2015 00:00:00,13,0,0,0,13,13,13,13
204878,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-15,Ban calls for immediate humanitarian truce in Yemen""",Agence France Presse,2015-06-15,Ban calls for immediate humanitarian truce in Yemen,"Medics, Popular Resistance sources ",1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/15/2015 00:00:00,06/15/2015 00:00:00,20,7,3,0,30,30,30,27
204881,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-16,UPDATE 1-Yemeni parties agree need for ceasefire, not yet on details -delegate""",Reuters News,2015-06-16,"UPDATE 1-Yemeni parties agree need for ceasefire, not yet on details -delegate",Houthi-run Saba news agency ,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,06/16/2015 00:00:00,06/16/2015 00:00:00,0,0,5,0,5,5,5,0
204885,,2015,True,Clear,1,13645,13645,Yemen (North Yemen): Islamic State,14609,14609,Government of Yemen (North Yemen) - IS,123,123,Government of Yemen (North Yemen),234,234,IS,1,"""Agence France Presse,2015-06-17,Blasts claimed by IS kill 31 at Shiite sites in Yemen capital""",Agence France Presse,2015-06-17,Blasts claimed by IS kill 31 at Shiite sites in Yemen capital,"medics and witnesses, IS",1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/17/2015 00:00:00,06/17/2015 00:00:00,0,0,0,31,31,31,31,0
204886,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-17,Blasts claimed by IS kill 31 at Shiite sites in Yemen""",Agence France Presse,2015-06-17,Blasts claimed by IS kill 31 at Shiite sites in Yemen,local health authority ,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/17/2015 00:00:00,06/17/2015 00:00:00,0,0,0,9,9,9,9,0
204887,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-06-17,Islamic State-claimed Yemen bombings kill at least 4 people""",Associated Press Newswires,2015-06-17,Islamic State-claimed Yemen bombings kill at least 4 people,medical officials and witnesses ,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,2,2,06/15/2015 00:00:00,06/17/2015 00:00:00,0,0,25,0,25,25,25,0
204975,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-18,Around 30 fighters killed in central Yemen clashes - tribal sources""",Reuters News,2015-06-18,Around 30 fighters killed in central Yemen clashes - tribal sources,tribal sources ,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,06/18/2015 00:00:00,06/18/2015 00:00:00,21,9,0,0,30,30,30,30
204976,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-06-19,UN-brokered Yemen peace talks end with no deal""",Associated Press Newswires,2015-06-19,UN-brokered Yemen peace talks end with no deal,witnesses ,4,Şa‘dah governorate,,Şa‘dah governorate,,17.063404,43.914882,POINT (43.914882 17.063404),154528,Yemen (North Yemen),678,Middle East,1,1,06/19/2015 00:00:00,06/19/2015 00:00:00,0,0,10,0,10,10,10,0
204977,,2015,True,Clear,1,13645,13645,Yemen (North Yemen): Islamic State,14609,14609,Government of Yemen (North Yemen) - IS,123,123,Government of Yemen (North Yemen),234,234,IS,2,"""Agence France Presse,2015-06-20,Yemen hit by deadly car bomb, air strikes as talks fail"";""Associated Press Newswires,2015-06-20,Islamic State-claimed car bombing kills 2 in Yemen's capital""",Agence France Presse;Associated Press Newswires,2015-06-20;2015-06-20,"Yemen hit by deadly car bomb, air strikes as talks fail;Islamic State-claimed car bombing kills 2 in Yemen's capital","medical officials, IS",1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,06/20/2015 00:00:00,06/20/2015 00:00:00,0,0,0,2,2,2,2,0
204978,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-20,Yemen hit by deadly car bomb, air strikes as talks fail""",Agence France Presse,2015-06-20,"Yemen hit by deadly car bomb, air strikes as talks fail",hospital officials,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/20/2015 00:00:00,06/20/2015 00:00:00,0,0,0,4,4,4,4,0
204979,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-06-20,CORRECTED-UPDATE 1-Car bomb explodes in Yemen capital near mosque used by Houthis, 2 dead""",Reuters News,2015-06-20,"CORRECTED-UPDATE 1-Car bomb explodes in Yemen capital near mosque used by Houthis, 2 dead",tribal sources,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,06/20/2015 00:00:00,06/20/2015 00:00:00,15,4,0,0,19,19,19,19
204981,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-06-21,Rebel shelling kills three civilians in Yemen's Aden""",Agence France Presse,2015-06-21,Rebel shelling kills three civilians in Yemen's Aden,medics and witnesses ,1,‘Adan town,,‘Adan governorate,,12.779444,45.036667,POINT (45.036667 12.779444),148051,Yemen (North Yemen),678,Middle East,1,1,06/21/2015 00:00:00,06/21/2015 00:00:00,0,0,3,0,3,3,3,0
